"1½ pounds boneless skinless chicken breasts, pounded ¼-inch thick, or chicken tenderloins"
3 tablespoons all-purpose flour
Salt
Freshly ground black pepper


































































































































































































































































































